Comment,Author
자기가 하고싶은 일 하면서 가지고 싶은 것을 가지고 사람들에게도 공유하고 싶다는데 왜 토를 다는거죠 능력되는 사람이 부러우면 부럽다고 얘기하세요 부모님이나 주변 도움 크게 받지 않고 성공한 사람은 많습니다 제발 그만 자기의 생각을 표현한다는게 쉽지 않다는 거 알기에 결론은 역시 갓별님,@Silver_gabi
언니 예민한 거 아니에요 무례하고 모욕적인 말을 하는 사람들이 잘못된건데 왜 피해자가 항상 참고 무시해야하는지 모르겠어요 언니를 존중하고 좋아하는 분들이 과연 그런 말을 할까요 나쁜말하는 사람들 혼내줍시다 별별님들,@hellogirl2013
저는 한별님 영상은 꼬박꼬박 보지만 댓글은 잘 안봐서 무례한 댓글이 많았는지 몰랐어요 ㅠ 한별님 자체의 영상이 좋아서 한별님이 좋아서 영상은 잘 보고 있어요 댓글은 안달지만 영상은 잘보고 있는 한별님을 응원하고 있는 사람 많아요  응원해요,@Hana-kk4um
부러워서 그래용 멋있다 나도 저렇게 살고싶다 난 왜 저렇게 못살지라는마음이 삐뚫어진거죠ㅜㅠ저두 옴총옴총 부럽네용예쁘게 사는 언니보면서 나두 예쁘게 살아야징,@o___o...
영상보면 항상 생각이 깊고 배울점이 많은 사람이라고 느낍니다 이번영상도 넘 조앗어용 앞으로도 더 좋은영상으로 세상에 좋은영향을 끼쳐주세요,@dahnbeeshive8604
언니 이 영상 보고 바로 구독 했어요이상한 댓글 다는 사람들 때문에너무 상처 받지 않으셨으면 좋겠어요 ㅠㅠ언니를 좋아하고 사랑해주는 사람들이훨씬 더 많으니까요,@user-kd7ht9mz4i
질문이라고 말씀하셨지만 질문이 아닌 악플들이 꽤 많네요 애써 질문이라고 포장하며 이야기 안해주셔도 될정도로 무가치한 것들은 가볍게 넘겨주세요 ㅠㅠ 강인하게 말씀하시지만 마음속에 저런 말들이 상처로 다가올까봐 걱정되네요,@zhzhsjt9346
13842304 맞아요ㅠㅠ 예민한거아닙니다 그사람들이 나쁜거지,@user-iy8xl7jk5l
진짜 사람들 왜저래ㅠㅠㅠㅠㅠ언니진짜 언니는 팬들의 별인거 아시죠항상 너무 예쁘고 멋있게 빛나는 한별님진짜 저런 사람들은 댓글 쓰기 기능좀 막아놨음 좋겠어요ㅠㅠ진짜 한별님은 제 워너비예여ㅠㅠㅠ더 잘되셨음 좋겠어요,@RIA-sf7ty
아니 근데 한별님이 산거 한별님이 질리는거지 지들이 뭔상관인지 모르겠어요 갑자기 왜 명절 친척어르신 빙의해서 이러쿵 저러쿵,@user-nt9nc6gr9r
남이사 금수저든 아니든 자기 능력껏 알아서 산다는데 뭐가 그렇게 할말들이 많은지 ㅡㅡ구독이나 누르고 말해라,@lkjh0332
언니 남에 폐 안 끼치고 자기 가진 걸로 충분히 잘 살고 있으니까 이상한 의견들 신경 안 써도 돼요ㅠㅠ그동안 영상 보면서 한별님이 생각이 깊은 분이시라고 생각하는데 한별님께 별별 얘기 달리는 게 느껴져서 안타깝네요ㅠㅠ언니가 살고 싶으신 대로 사시는 게이미 충분히 그러시고 진짜 좋고 보기에도 행복해요,@seoyoungjung2473
내 여친은 저러지 않아서 다행이다 하는것들은 아프리카 같은데서 별풍이나 쏘고 방구석에서 랑 상상연애질하고 있는거 안봐도 뻔함,@haewonpark5242
그사이트에서 그남들이 ㅋㅋㅋㅋㅋㅋㅋ또ㅋㅋ,@user-tq7nt2xc1y
왜 당연히 남이 사줬다고 생각하는지참 ㅋㅋ,@soyuncho5491
금수저면 어떻고 아니면 또 어때요 저는 그냥 한별님이 능력있으신가보다 생각했는데ㅠ 금수저여도 욕할만한게 아닌데요 금수저면 노력1도 안하고 부모님한테만 의지해서 사나요,@sj-ef7tp
언니이 미국 또 언제오세요ㅠㅠㅠ 너무 보고싶어요,@user-dt5bs5xc9o
유튜버도 사람이에요ㅠㅠ 언니항상응원합니다 좋은영상 앞으로도 많이올려주세요,@user-cb2kq3yl2u
한별님 저런 헤이터들이 먼지 같이 묻어도 털어버리셨으면 좋겠어요 물론 현명하신 한별님이 해결하시겠지만 그래도 마음이 다치는 일이다보니까 걱정이네요ㅠㅠㅠ한별님은 인생의 위너니까 행복하세요,@ycw8915
ㅋㅋㅋㅋㅋㅋ 아 언니 나도 너 안 만나요 너무 통쾌해요,@user-lu5yn5xu9k
한별님 영상은 다이어트 할 때 집 인테리어할때 가끔 백이나 화장품 살 때 많은 도움이 됐어요 항상 응원해요,@chloekim2054
한별님도 예쁜 하루 보내시길 바라요,@sarac4347
한별님 진짜 말 너무이쁘게해요어제오늘 기분이 좋지않앗는데덕분에영상끝까지보면서 괜히 기분이좋아지면서 힘이나네요 감사합니다,@user-jx9fy2zc6l
23년 정도 한별님 채널의 영상을 쭉 보았는데 저렇게 아니꼬워하는 인간들이 있더군요 뭐가 그렇게 꼬투리 잡고 싶은지 굳이 시간 내서 댓글 다냐 가난하게 태어났던 부유하게 태어났던 한별이란 사람은 자기계발을 위해 정말 노력을 많이 한 사람이고 꽤 오랜 기간 유튜브를 하면서 자신의 일에 대한 사랑 프라이드 등을 충분히 입증한 사람이다 너희같은 사람들이 1분 10분 보고 아 금수저네 돈 많은 사람이 유튜브하네 등의 근시안적인 말을 할 수 없다 우편함에 고소장 소환장 날아가기 전에 키보드에서 손 떼라,@jmkim2522
너무 충격이다 앞으로는 좋은 내용 영상에 응원이나 감사댓글 좋다는 표현 꼭 남겨야겠다 나 한명이 유튜버에게 할 수 있는 최소한의 힘 그리고 절대로 추측하지 말아야겠다 비판이든 배려든,@qp00446
속시원하네요,@yejilee6797
유트버라고 해서 유명인이라고 해서 악플을 받는 것이 당연한 사회가 아니되길 바라요 상처가 흔해도 되는 삶은 어디에도 없어요 언니가 예민한게 아니라구요,@user-qr3lq9wk1k
이상한 사이트에서 좌표받고 온 분들을 위한 추천곡  자격지심  박경은하,@bombi_
어떤 모습으로 어떤 영상을 찍으셔도 그저 한별언니는 빛 굳이 의문이 남아서는 아니구 그냥 티엠아이 영상도 좋아요 수다 영상 겟레디 때 수다떠는 것처럼요 그냥 소소한 티엠아이가 뭔가 더 가까운 느낌들고 좋아서요 ㅎㅎㅎ,@mirageshin
저런걸 질문이라고 물어보나,@user-nf9gg7co1s
와 진짜 영상보면서 고개 끄덕이다가 목뼈 부러질뻔했어요 아무 생각 없던 것들을 그렇구나하고 다시 한 번 생각하게 되고 말솜씨도 너무 좋으신데 말투까지 더 좋으니까 그게 배가 되는 느낌 언니 항상 응원해요 하고픈거 다 해ㅜㅡㅜ,@SweetPoTaTo-
무슨 수저든 한별님 넘나 고급져보이시는건 팩트 항상 주관이 뚜렷하고 넘기기 힘든부분 긍정적으로 생각하려는 모습 정말 닮고싶어요 항상 행복했으면 좋겠어요 참을필요없어요 예민하지않고 당연한 일이라고생각해요,@user-gg5vh1ww7g
이런들 저런들 어떠하리 뭐가 어떻다고ㅠ,@verliebt_rvaeb
예민하다 무시해라 하는 사람들 지가 당하면 절대 그렇게 못함 제일 먼저 쌩난리칠듯,@syong7428
진짜 한별님 좋아요저도 참고만 살았는데 이 영상으로 생각을 바꾸게 됐어요정말 고맙습니다 계속 유튜브해주세요,@user-dz1wd4wh4e
8371357 이거 맞는 말이욬ㅋㅋㅋ 더이상 저건 질문이 아니잖아욬ㅋ 확신하고 있으면서 뭘 물어봐 무슨 대답이 듣고싶어서ㅎ 의미없는 질문이니 답변 할 가치도 없고 답변에 의미도 없는거 맞아요 경제적 상황은 상대적으로 자기보다 여유로워 보이면 잘사나보네 하는데 금수저 은수저 나누는 그 기준도 애매할 뿐더러  한별님 말대로 내가 금수저가 아니야 해도 니가 아니라고 할테고 맞다고 해도 내가 뭐랬어 그렇다니까 할겈ㅋㅋ 그냥 님들 생각하고 싶은대로 생각해요 ㅎ 말해준다고 달라지는 것도 없으면섴ㅋㅋㅋ,@KMSsin1028
예전부터 봐온 구독자로서 점점 성숙해지는게  얼굴에서도 보여요 계속계속 골져스해지심ㅠㅠㅠㅠㅠ 그리고 무례한 사람한테 무례하다고 말해도 되요 응원할겁니다,@user-nk1ql5sk7s
2만2천원 금수젘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠ,@user-ey7po7xr1r
ㅋㅋㅋ부모님이 사줬던 남친이 사줬던 상관도 없지만ㅋㅋㅋㅋㅋㅋ 아닠ㅋㅋ 부모가 남친이 능력이 되면 자기 사랑하는 사람한테 얼마든지 선물 할 수 있는거 아님 지들이 구질구질하게 사니까 남들도 그렇게 살길 바라낰ㅋㅋㅋ 여친도 없을거 같지만 만약 있다면 도망가 여친,@KMSsin1028
이런 얘기를 진짜 하기 싫으셨을텐데 진짜 대단하세요 언니 ㅠㅠㅠ 언니 진짜 똑똑하고 스마트하고 카리스마있구 아주 무릎이 갈려여 ㅠㅠㅠ 저 명품하울 영상 언니 영상으로 처음 접했잖아요 언니 영상 너무 좋아요 언니 악플있으면 같이 공격해요,@3xponentify_12
그동안 구독 안하고 드문드문 조용히와서 보고간 나에게 매질을 해야겠다이런 채널을 어떻게 구독도 안하고 좋아요도 안하고 공짜로 영상을 보고앉아있었는가,@rubiwoo4430
한별님 남친 유씨아이 학생이에요 돈이 어디있다고 한별님을 사주겠어요ㅋㅋㅋㅋㅋ루머 유포는 범죄 입니다,@Nomake1230
한별님 항상 현명하게 답하시는거보면 너무나 사이다 항상 영상 잘보고있어요,@user-co4yy8rh8i
아니 명품하울에서 누가 샀는지가 그렇게 중요한가 몇몇 질문들은 질문이 맞는지 그냥 비꼬고 싶어서 기분 나쁘라고 하는 말이 아닌지 차암 어이가 없어서 물론 오늘 영상에서 몇몇 질문들 중에는 궁금했던 것들도 있죠 그런데 물어보는게 예의가 아닌 것 같아서 가끔은 이런 질문이 떠오른 것 자체가 부끄럽고 반성되고 그랬는데언니 미안해요사랑해요아니 진짜 어이가 없네요 배려 좀 합시다 언니 영상보면 말 하면서도 조심스럽고 또 조심하는게 항상 보이는데 댓글들은 왜 그런 노력안하세요 아니 근데 언니 오늘 영상도 잘 봤어요 언니 말에 다시 한번 감동 받고 또 생각하고 갑니다 좋은 하루보내세요,@superjoyme
자본주의 사회인데 어느 순간부터 금수저면 적폐고 본인이 금수저인지 아닌지 증명을 해야하고 해명 아닌 해명을 해야하고 ㅋㅋ,@user-ue3ln1bn3z
444724 세상에 냐아아악 하는거 너무 귀엽잖아여 ㅠㅠㅠ 두번봐야지 세번봐야지,@zdbwlsz
뭔가 한별님 많은 유튜버생활을 통해서 쌓인 빅테이터가 된 느낌이에요ㅋㅋㅋ 제가 제일 싫어하는 말이 너 참 피곤하게 산다에요 그럼 내가 다 참고 살아야 한단 말이야 행동해야 얻어지는 것도 있는데 ㅋㅋㅋ 한별님도 저도 왠지 해탈한 느낌이 드네요ㅋ ㅋㅋ,@Grilled_potato
똑똑하시네요 배우신분,@HJCho-vs9sf
한별 님 화이팅 맨날 영상 잘 보고 있어요,@user-zd4cw6cn3y
진짜 웃겨 여자는 말이 어떤 내용을 담는지보다 어떤 말투로 말하는지가 더 중요한가봐 남자들 반말에 게임하는 사람들 욕도 장난아닌데 논란 된 사람 있는지 한별님 뿐만 아니라 다른 여자연예인한테도 본인들 기대와 다르게 말투 고분고분 나긋나긋 상냥하지 않으면 뭐라고 하는 사람들 어이없어,@user-rs8sy3yc9o
공감가는말을 많이 해주셔서 너무 멋진거같아요 특히 저희가 스크롤하면서 지나치는 악플은 한두개지만 한별님은 수많은 댓글들을 보실텐데부정적인분들의 코멘트를 줄이려면 그 분들한테 그건 올바르지않다 얘기해주면 싸우는것은 문제겠지만 깨끗한 댓글창을 볼수있겠네요 악플러분들이 이 영상을 보고 느끼는 점들이 많았으면좋겠네요 한별님 영상 늘 감사합니다,@Ittip_sk
예뻐서 봤는데 말하는것도 예쁘고 생각이 깊어 보여서 보기좋아요,@user-dj8si4yo8f
이런데 댓글 진짜 안쓰는데ㅠㅠ 너무 당당하시고 소신있게 말씀 잘하시는거 같아요 저도 한별님처럼 남이 하는 나쁜 말에 소신 가지고 받아치고 싶어요 본받고 싶습니당ㅎㅎ,@yondy95
오늘 영상 봤는데 화가너무 났어요왜명품 하울 하는 사람들을 왜 금수저라고 생각하시나요 아닐수도 있잖아요 물론 금수저 인사람들도 있을수도 있죠 너무 잘못된 생각이라고 생각해요 그리고 명품을 자기돈으로 살수있고 사랑하는 딸아들을 위해 사주실수도 있는거지 왜등빨아 먹었다 니 어쩌니 저쨌니 그런가요 뭐라하지마세요님들이나 잘하세요 어이가 없네  그리고 악플을 단사람을 뭐라고 해야지 왜 피해자 한테 뭐라합니까 피해자 기분도 모르면서 얼마나 악플다는 사람들이 얼굴도 못생겼고 마음씨도 못되먹으면 그런악플을 다냐고요안그래요 왜예민하냐고요그걸 말이라고 물어보는 거예요 기분나쁘니깐 더러우니깐 화가나니깐 그러는거겠죠  물어볼껄 물어보세요 진짜 한심해서 못봐주건데   그리고 악플을 보면 화를 내세요 우세요 전이게맞나고 봐요  그리고 구독자 님들생각하면서 힘내시길 바래요 사랑해요 화이팅,@user-mx1zh6jt4o
볼매야 이분,@user-by7fy1pk8s
속상했단마음이느껴져요ㅜㅜ솔직담백하시고저는나쁘게느껴지지않아요힘내요잘보고있어요,@user-mc4yp1iq9v
한별님 오랫동안 구독해서 영상들 잘 보고있지만 댓글은 한번도 안달았던거같아요 저도 외국에 어렸을때 이민와서 지내서 한국사람들의 오지랖을 볼때면 항상 치가 떨려요 여기서는 정말 개인적인 부분이라 친한 친구도 쉽게 물어보지 못하는걸 한국에선 무례하다는걸 모르고 막 내뱉더라구요 오늘 댓글창을 보니 한별님 구독자분들은 다행이 많이 깨어있으시네요 저런 무례하고 이상한 댓글다는 인간들은 구독자들도 아닐꺼에요 일부로 악플달려고 구독하고 알림신청하는 정신병자들이 아닌 이상 말이죠 한별님 항상 응원할게요,@user-vo5dt8or5m
