Comment,Author
응원합니다 힘내세요 프로그램  꼭 계속 해주세요,@user-fw4xg9lg3g
사람에게 상처 받았지만 또 사람에게 위로 받으시기를 바랍니다,@sjo2027
진짜 인간들 두얼굴 무섭다 첨에는 까더니 이제와서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 중립 지킬란다 정확한 증거로 직원하고 해결하길,@ulnaj2629
왜 구독자가 다시 늘고있고 여론도 안바뀌는건지 모르겠는 아줌마들이면 개추 ㅋㅋㅋㅋㅋㅋㅋ 일단 나부터 ㅋㅋㅋㅋㅋㅋ,@user-sf3tg6gz5c
이래서 사람일은 모르는거 사실이 나올때까지는 중립기어 단단히 박아놓자 이건 빼박이다 무조건이다 라고 확정 지으면서 비난하고 등돌리면 안된다 강형욱 화이팅,@mteworld-3000
언냐들 기분상해죄,@user-un7cn7lb7z
이래서 인성 ㅆㄹㄱ 직원뽑은면 회사 망한다는거임 그래서 대기업일수록 인성많이봄 외국 계열 회사들만 봐도 인성 엄청봄,@user-ef1ms9nh7x
영원히 우리옆에 있어줘요 강훈련사님,@user-ns3sc6ll9o
저도 이 사건으로인해 이 채널 알게되었고 응원차 구독하게 되었습니다 강형욱님과 와이프분 애견인으로 항상 좋아했어요 선한 영향력 정말 감사합니다,@Sunniekim
왜 내가 울고싶지,@user-yb5ux6vr3i
강형욱님 응원 합니다정말 사람하나 나락가게 만드는거 한순간이네요 제발 마녀사냥 그만하고 사람의 본질만봐주세요,@user-te7rp7wf2n
강훈련사님 힘내세요가까이에서 오래오래 뵙고싶습니다,@user-uh8xm1nn7k
응원합니다 강선생님살다보면 별일이 다있어 웃어 넘기지만 이번일은 강경 대응 하시길바랍니다 힘내십시요,@user-ro7gs4kr4t
어느회사나 빅마우스집단이 있죠그런 빅마우스들이 키워낸 문제같아요그들은 일도 제대로 안하고 분위기도 흐릴수 있고 정말 문제이긴한데 회사 같은 단체는 정말 다양한 사람이 모여야 잘 돌아가는 대집단이기도 한 것 같아요 그리고 그들을 잘라내더라도 또 새로운 빅마우스 집단이 생기더라구요ㅋ그들도 그냥 회사의 일부라 생각하고 아우르는 것도 경영진이 갖추어야 하는 역량이 아닐까 싶기도 합니다 물론 쉬운일은 아니겠지요힘내세요 이또한 지나갑니다,@user-bk6en6me4b
10년전에 헤어진 남친이 나타나서 정신과약 들고와서 나때메 그동안힘들었다며 그때 왜 감시했냐 등등 법적대응하자 그러면,@user-tx1cb8ko4z
개주머니 여직원 셋이 남자아이 한남 소추 거리며 조롱함 이걸로 끝,@Tbxzjkkccn
강형욱 부인인 수잔 예희 엘더 이사의 사내 메신저 감시와 갑질 의혹 등과 관련해선 은 여성 직원들이 먼저 쓴 게 아니라 강 대표가 39여자들은 애를 많이 낳아야 해39 같은 말을 자주 해 메신저로 대화하다 남자 직원이 등의 말을 했고 여기에 동조수긍했을 뿐이라고 짚었다뉴스 발췌글인데 ㅋㅋㅋㅋ 문제의 단어도 남자가 먼저 썼다는데 여자 욕먹이는걸로 논점 흐리기는 실패한 듯 직원들이 녹음본 푼다는데 어떻게 나올지 졸라 궁금,@BbbAaa-yq5pm
강형욱 님 항상 응원합니다 진실은 반드시 이깁ㄴ다,@user-ks1dj5bz5t
폭로한건 여직원인데 왜 자꾸 남혐 댓글들이 여기 적히는거임,@user-uf3vl6fp7e
구독할게요 훈련사님,@user-ku6ui3qw6x
나도 의자에 누워서 일 하는 법 좀 배워보자 그 직원아 근무시간에 노가리 까는 비법이랑 숨어서 언플하는 비법도 전수 부탁한다 직원아,@scfyhnmj
훈련사님힘내세요우린 당신 말이 진심이고 바르신 분임을 믿어요 지금은 너무 힘들어 무너지는듯 보이나 다시 회복하실줄 믿고 응원합니다대한민국에 강훈련사님이 계셔서 참 감사합니다힘내세요,@sunjungkim2662
부당함을 느꼈고 신고를 해야했으면 67년이 지나고서가 아니라 67일만에 진작에 했음 지가 잘못한건 기억에서 삭제되고 나쁘게 기억남은것들만 끄집어서 짜집기 허위사실유포ㅋㅋㅋ제발 그분들이라고 존대해주지말고 다 고소하십시오,@user-rr9we6hw3j
레오 못잊어서 데려온척 방송컨텐츠로 써먹더만 정작 간접광고 낭낭하게 끼워팔아먹고 심지어 광고한 그 전해수기 과잉광고로 처벌까지 받았더만 걍 범죄가 일상이었네,@user-hj2op6sw1n
제발 법으로 조져라 이대로 가만히 있으면 제2의 강형욱을 낳는 거임,@user-in8xg2we3w
응원합니다힘내세요응원하는 사람이 많다는거 꼭 기억해주세요,@user-vw5nw3lh1t
폭로가 진짜 악의적이었네요 라는 실상황에 라는 허위와 과장을 더한 건 더 볼 것도 없네요 맥락 다 자르고 그런식으로 말하면 당연히 사람들은 오해하는데 일이 잘 일단락되길 바랍니다,@sca6dkl28fl39
사람이 제일 무섭네요 허위사실 유표한 사람들 처벌되었으면 합니다,@user-mx7wv9rj5m
항상 응원합니다 화이팅 하십시요,@user-is3lj1ne5o
저도 잠시나마 오해했었습니다만 지금은 응원하는 분들이 더 많을것입니다  기죽지 말고 힘내세요 그 직원분은 법적으로 강력하게 대응하시는게 좋다고 개인적으로 생각합니다,@shiohama411
일단 더 지켜봅니다,@musicofallthings1211
레오 옥상에키운거 배변조절안돼서 수시로 물호스로 씻기려 그런거라고 인터뷰했던데 실외수도면 온수조절도 안되는거잖아 노견한테 찬물뿌려대고 야외에 방치하고 진짜 죽으라고 작정을한거네,@aa-qq2pc
딱봐도 유명인들 몰아가는 이슈몰이와 이슈덮기로 보였죠 깨시민들이 더 많아지길,@user-mt9ir7lo5x
여직원이 녹취록 있다고 재반박 나섰는데 요즘 가 발전되서 강형욱 목소리도 조작 되는거 아닌가몰라,@SoSo-mk8oh
직원 빈둥빈둥 오죽하면 머라고 했을까 그리고 햄선물셋트도 진위여부 없이 쓰레기봉투에 선물을 줬다는둥 사람 악질로 만드는 전직원 고소하세요 그리고 지금 20분짜리 영상도 있다고 하는데 왜 그런 소리를 들었는지도 같이 올려라 대중적인 사람이라고 머 터트려 당할수는 없는거다 요즘 애들 머라하면 따박따박 대들고 진짜 녹음한거부터 너 당해봐라 하면서 녹음 했을께 뻔함사람하나 죽어나가야 조용해질건가  무고혐의로 맞대응하시길,@user-gj9iz7pc6h
강형욱님 그 매체에 꼭 소송 거시고 법적대응 하세요우리나라 언론 저번에는 무슨 총기난사범이 포트나이트로 총기훈련 했다는 거 맨 밑에 자 안보고 그대로 인터넷기사 내보내더니 정말 왜그러나 모르겠음 진짜 한국 언론은 각성좀 해야함 ㅡㅡ,@gsm1116
다른 직원분들은 뭐하시나요옆에서 다 보고 입이있으시면 얘기해주는게 좋지않을까요정말 환경이 안좋은 회사에서 일하는거면 나쁜얘기를 해주시던가아니면 이 두분께 조금 힘을 주시는게 좋을꺼같습니다직원분들 힘내세요,@4j271
깡시골 편의점에서 알바했었는데 각 모서리마다  있던데 그걸로 불만이 있었다는건 그 직원이 정신 아픔이가 아니였을까,@OnlyTorro
우리도 도 다있어요  요즘 없는데 있는가 ㅋㅋㅋ 회사도 일없이 안처다 봐요,@user-nh8ph2cb3m
응원합니다 힘내세요,@user-zs6zh3tc3r
기레기가 문제인거냐,@happy_shine
하신 말씀 잘 이해했습니다 저도 오해한거 같아요 죄송합니다 허위 유포한 사람들 봐주지 마시고 꼭 법적대응하셨으면 좋겠어요,@user-qp8ib3ne7n
영상속 내용을 봤을때 억울함이 많이 보이긴 하는데잡플래닛 기업 평가를 보면 조금 심각한 회사로 보여지기도 하네요,@user-ov4ci6cb4f
강형육님 힘내세요,@user-yk8th6pw3h
와 조회수가 500만이 넘네 정말 대단하다 대단해,@user-kc5gx6it6c
강형욱 부인이 문제인듯,@rose-xf2uj
여기 무지성 쉴드치는애들은 다 사장님들임 사회생활하면서 을로 살아본적이 없나 대한민국에 사장님들이 이렇게 많았다니 놀라울 뿐,@lumrumi2538
참  왜  이리힘들게  일하시는  강형욱  님 쳐낼려는지  참  세상이  더럽다,@user-sh1jq2in7c
힘내요 제발 진짜 제발 힘내주세요 형욱님같은 분이 계셔야 반려견 문화가 올바르게 잡힐수있다고 생각합니다 당신을  신격화하는건 아니지만 당신의 영향력과 힘이 올바른 문화를 만들어낼수있다고 믿고있고 당신의 용기있고 올바른 문화를 만들어 내기 위해 노력하시는 모습 존경하고 응원합니다만약 무너질것같으면 모두 피하고 쉬셔도돼요 제발 무너지지마세요 무너지실까봐 걱정돼요,@user-ny4dl5ub6b
나 아카마루인데 강형욱 훈련사님 유튜브 구독이랑 영상 좋아요 눌렀다,@lightlight44
리트리버를 방치한 스트리머가 있습니다 아프리카에 소짱이라고 있어요 산책갈때도 리트리버를 데려가지 않고 전원주택 한켠에 담장을 만들어 더운여름에도 그곳에 계속 있습니다 갇혀있는 동물원에 동물처럼요 그 담장안에 덤풀같은 풀들도 너무 긴채로 방치되어있고 매일 방송끝나고 야외로 나가는데 리트리버를 단 한차례도 데려나가지 않았습니다 더군다나 리트리버는 화도 내지 않는 견종이라 하루종일 주인만 기다리고 있는데 아이를 케어 못할거 같으면은 입양을 보내던지 해야할 거 같아요 아이들을 마당에 365일 묶어만 두는행위도 적법한것인가요 궁금합니다 그냥 방생을 하시던지 하셔야지 감옥에 가둬두는게 안타깝습니다,@user-xsJ9gm5ys8
대한민국은 마녀사냥에 최적화된나라임 사실확인없이 물어뜯고 손가락질하고 욕하고,@user-gf4ti2pm6b
하레오 얘기하실때는 잘 참으시더니훈련사님들 훈련소 얘기에서 무너지시는게 너무 마음이 아프네요제발 힘내세요,@apricot_922
여성은 커피숍에서 남 흉보는 것만 좋아하는 집단이다민희진,@user-ji7ey3gx2b
노견 있는 집에 새 강아지 들이지 말라고 했잖아요 나는 이제 필요없구나 하고 느낀다고 첼시도 노견이고 레오도 케어 힘들어 옥상에서 살게 해놓고 그 어려운 마리노이즈를 두 마리나 분양 받아 오셨죠 레오 상태가 그 정도면 정말 얼마 안남은거였는데이제 다른 견주들에게 뭐라고 혼내실 생각이신가요,@yeyesaid
든 유니폼이든 근무태도는 회사 대표로써 당연히 할수있는거 아닌가요가 방범용이라는데 본인이 불편하면 회사를 관두던가 왜 자기들이 회사 대표인것마냥 행동하는지 강형욱님 힘내세요,@user-ly7ii3tk7g
역시 양쪽말 다 들어봐야   저는 판단이 섰습니다   누구의 말이 맞는지,@qkrwhdvlf0429
사실이잖아 라고 사실 좋아하는 문해력 떨어지는 사람들이랑 싸우는 모든 선플러들께 경의를 표합니다사실 전에 맥락과 전후사정을 알아야 한다고 봅니다 아 다르고 어 다른거예요자칭 피해자들이 빨리 고소해서 법정에서 얼굴 좀 보면 좋겠네요 녹취파일인지 각색파일인지도 한 번쯤은보고싶은데 솔직히 기대도 안해요78년 전 일인데 지금와서노사갈등이 있으면 퇴사 전이나 혹은 퇴사 후에 고소고발 들어가지 않나요78년 후에 이건 좀 보통의 범주에서 벗어났죠작은 회사에서 일어난 해프닝들을 가져다가 피해자들 연락달라고 무슨 대기업 환경오염 피해자 집단소송하는 것처럼 변호한다는 변호사도 참 황당하고요 오히려 저는 이 부부가 아 그때 그 부분은 미안했어요 미숙했어요 하고 사과하고 그냥 용서해줄까봐 그게 더 걱정이예요,@sunyou_jy
힘내세요,@rururu7105
여성과 대화를 오래하지말라 나까지 멍청해지는 기분이다아이작 뉴턴,@user-ji7ey3gx2b
강아지를 좋아하는사람으로써 레오를 그렇게 방치했다는게 이해안가지 ㅋㅋ 내같으면 그매출에 레오위해서 직원한명 못붙일까 ㅋㅋ,@user-ql4gg9qg1f
힘내세요 강훈련사님,@user-rm8ju2eq1o
는 동물의탁관리시설에는 의무임 제정신 아닌 아줌마 직원 셋이 지들 헛짓하려고 감시 어쩌고 저쩌고 가관 ㅉㅉ,@Tbxzjkkccn
근데 애초에 진짜 지들 옷 갈아입은 회의실에 가 있는 줄 몰랐다 하더라도 누가 회의실에서 옷 갈아입음 머리가 비었나 회의실이 언제부터 탈의실 겸도 되는 공간이었는지  그리고 지들 뒤탈날까 걱정된다며 신상 하나 안 까고 증거 1도 없이 주장하는데 폭로 직원들 말 100 믿음 가지는 사람들은 일상생활 어떻게들 하세요 그정도로 멍청한데 보이스피싱이든 사기든 밥 먹듯이 당하겠는데강형욱은 유명인이라 신상 다 숨기고 한마디만 하면 큰 타격을 받는데 너무 불공평하지 않나 이 업계가 너무 좁아서 신상 까면 안된다고 그럼 강형욱은 이 업계 신이라서 익명이가 싸지르는 글에 욕 처먹어도 됨 ㅠ난 아직까지도 이해가 안 감 이해할 생각도 없긴 한데 신상 까는 건 그래 뭐 둘째치고 증거가 없는데 어케 믿음,@user-pc5xr3eh9h
업체나 영업 의주로 일하시는 분들의 사정이 힘들어지는거 너무 잘 알것 같아요ㅠ,@user-doratna
가족같은 중소기업은 가족경영 하는 순간 망하더군요,@the-white-sky
형님 마녀사냥했던 애들 다 찾아내서 명예훼손으로 고소해야됩니다저런애들 인실좃 아니면 정신 못차립니다또 다른 피해자 생깁니다,@user-zg2uf7rf3f
가족을 방치 하지 않습니다입이 열개라도 자식이라면 더더욱 못할 짓이죠행복해 레오 인간이 무섭단다,@jesukyang4850
싫은소리 듣기싫으면 개인사업하시면되는뎅요즘은  일하는사람이 더난리입니다,@user-tq5ol2tn8t
강형욱 아니요 아니요 절대요 집 안에서 살다가 같이 마당을 공유하는 거죠 집 안에서 같이 쉬다가 마당에 나가서 놀고 그러는 거죠 아무리 대저택에 살아도 마당이 천 평이 넘어도 실내에서 같이 살다가 마당에 같이 나가서 놀고 뛰고 쉬고 이때 훨씬 더 행복한 거지 마당에서만 사는 것은 개들이 제일 싫어하는 삶이죠,@user-si8lm2cj8y
